Station,Date,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l)
station1,13-04-2022 03:59,38.9,5.3,0.1,15.37,7.3,57.4,0.6
station1,13-04-2022 04:19,30.8,5.9,0.0,15.27,8.1,31.9,0.6
station1,13-04-2022 04:39,31.1,5.6,0.1,17.96,7.4,47.9,0.65
station1,13-04-2022 04:59,32.8,5.8,0.1,18.53,6.6,47.0,0.68
station1,13-04-2022 05:19,5.2,5.1,0.0,18.62,6.7,94.8,0.69
station1,13-04-2022 05:39,11.9,5.5,0.1,17.66,7.3,53.9,0.61
station1,13-04-2022 05:59,36.8,5.4,0.1,19.48,7.2,81.3,0.65
station1,13-04-2022 06:19,30.4,5.8,0.0,19.87,6.8,46.7,0.65
station1,13-04-2022 06:39,29.1,5.3,0.1,19.63,8.2,58.9,0.64
station1,13-04-2022 06:59,16.2,5.0,0.0,17.33,8.0,5.9,0.69
station1,13-04-2022 07:19,31.2,5.8,0.0,17.98,6.5,21.5,0.73
station1,13-04-2022 07:39,37.0,5.6,0.1,20.0,7.7,16.8,0.66
station1,13-04-2022 07:59,1.4,5.8,0.1,17.29,6.6,79.6,0.64
station1,13-04-2022 08:19,13.8,5.5,0.1,15.45,7.7,6.9,0.71
station1,13-04-2022 08:39,16.5,5.3,0.1,18.14,6.5,80.0,0.74
station1,13-04-2022 08:59,3.0,5.0,0.0,16.82,8.0,18.1,0.64
station1,13-04-2022 09:19,25.2,6.0,0.0,17.15,8.5,23.1,0.73
station1,13-04-2022 09:39,22.7,5.4,0.0,17.76,7.4,49.8,0.7
station1,13-04-2022 09:59,0.3,5.1,0.0,17.3,8.3,40.0,0.68
station1,13-04-2022 10:19,11.6,5.3,0.0,18.66,7.7,20.9,0.61
station1,13-04-2022 10:39,5.8,5.6,0.0,18.33,7.3,18.9,0.63
station1,13-04-2022 10:59,28.5,5.3,0.1,18.26,8.5,79.0,0.75
station1,13-04-2022 11:19,7.2,5.4,0.1,17.17,8.2,65.1,0.65
station1,13-04-2022 11:39,7.1,5.2,0.1,18.96,6.9,27.0,0.6
station1,13-04-2022 11:59,36.4,5.8,0.0,19.01,8.5,83.9,0.69
station1,13-04-2022 12:19,9.8,5.7,0.0,16.78,7.3,96.4,0.74
station1,13-04-2022 12:39,8.7,5.1,0.0,18.73,7.8,85.1,0.61
station1,13-04-2022 12:59,4.6,5.6,0.1,18.37,7.0,83.5,0.74
station1,13-04-2022 13:19,0.6,5.9,0.1,18.98,8.0,96.4,0.6
station1,13-04-2022 13:39,36.7,5.2,0.0,15.84,7.5,14.2,0.74
station1,13-04-2022 13:59,22.3,5.5,0.0,15.69,7.4,18.8,0.64
station1,13-04-2022 14:19,21.3,5.1,0.0,16.77,7.1,71.8,0.71
station1,13-04-2022 14:39,12.7,5.4,0.1,15.28,6.5,74.4,0.7
station1,13-04-2022 14:59,15.7,5.0,0.1,17.99,8.2,54.6,0.73
station1,13-04-2022 15:19,21.7,5.8,0.0,16.56,6.7,60.6,0.72
station1,13-04-2022 15:39,2.9,6.0,0.1,19.17,8.2,5.3,0.63
station1,13-04-2022 15:59,31.7,5.2,0.0,15.02,7.5,79.7,0.69
station1,13-04-2022 16:19,22.4,5.0,0.0,15.74,6.6,60.6,0.74
station1,13-04-2022 16:39,0.2,5.6,0.1,16.93,6.5,28.9,0.72
station1,13-04-2022 16:59,25.8,5.4,0.0,19.97,8.5,7.4,0.67
station1,13-04-2022 17:19,20.3,5.8,0.0,17.62,8.5,84.7,0.69
station1,13-04-2022 17:39,29.5,5.3,0.0,18.32,7.6,34.8,0.6
station1,13-04-2022 17:59,29.3,6.0,0.0,16.85,7.9,1.2,0.75
station1,13-04-2022 18:19,18.6,5.8,0.0,19.49,7.0,75.2,0.7
station1,13-04-2022 18:39,25.4,5.6,0.1,16.4,7.5,15.3,0.68
station1,13-04-2022 18:59,32.5,5.8,0.1,19.11,7.4,19.5,0.62
station1,13-04-2022 19:19,1.7,5.4,0.1,15.58,7.9,15.2,0.68
station1,13-04-2022 19:39,5.4,5.2,0.0,18.96,6.5,16.5,0.66
station1,13-04-2022 19:59,39.4,5.0,0.0,17.97,7.7,83.8,0.6
station1,13-04-2022 20:19,37.4,5.4,0.1,18.61,7.0,34.7,0.64
station1,13-04-2022 20:39,11.1,5.9,0.0,16.89,6.7,52.0,0.75
station1,13-04-2022 20:59,3.3,5.0,0.1,19.58,7.0,16.9,0.74
station1,13-04-2022 21:19,32.5,5.4,0.1,16.96,7.6,4.8,0.6
station1,13-04-2022 21:39,23.5,5.2,0.0,15.01,7.7,95.2,0.74
station1,13-04-2022 21:59,3.5,5.5,0.0,17.35,7.7,60.5,0.74
station1,13-04-2022 22:19,8.3,5.3,0.0,16.58,6.9,9.9,0.74
station1,13-04-2022 22:39,22.5,5.4,0.0,16.61,7.8,30.1,0.71
station1,13-04-2022 22:59,10.0,5.2,0.0,15.88,7.2,39.4,0.73
station1,13-04-2022 23:19,29.6,5.7,0.0,18.25,6.7,35.4,0.75
station1,13-04-2022 23:39,22.3,5.2,0.1,19.44,6.8,98.0,0.62
station1,13-04-2022 23:59,35.3,5.6,0.0,18.89,7.5,16.9,0.75
station1,14-04-2022 00:19,3.2,5.8,0.0,15.59,7.6,6.5,0.69
station1,14-04-2022 00:39,21.9,6.0,0.1,18.54,7.1,8.8,0.68
station1,14-04-2022 00:59,27.2,6.0,0.1,19.94,7.8,59.3,0.64
station1,14-04-2022 01:19,20.3,5.6,0.1,16.24,7.6,46.5,0.62
station1,14-04-2022 01:39,16.8,5.1,0.0,17.67,7.2,74.0,0.68
station1,14-04-2022 01:59,39.9,6.0,0.0,18.19,8.2,45.6,0.65
station1,14-04-2022 02:19,29.6,5.3,0.0,15.47,7.0,94.4,0.74
station1,14-04-2022 02:39,30.0,5.6,0.1,15.62,6.6,79.3,0.74
station1,14-04-2022 02:59,39.7,5.0,0.0,19.56,8.0,21.2,0.65
station1,14-04-2022 03:19,27.3,5.2,0.1,15.57,7.6,17.9,0.6
station1,14-04-2022 03:39,20.4,5.2,0.1,16.15,6.5,70.4,0.7
station1,14-04-2022 03:59,8.5,5.0,0.1,17.97,7.2,60.1,0.72
station1,14-04-2022 04:19,11.6,6.0,0.0,17.48,7.5,51.8,0.66
station1,14-04-2022 04:39,7.5,5.9,0.1,18.3,7.2,45.4,0.75
station1,14-04-2022 04:59,36.7,5.6,0.1,19.37,7.7,9.5,0.61
station1,14-04-2022 05:19,32.5,5.9,0.0,18.87,7.3,16.3,0.64
station1,14-04-2022 05:39,26.4,5.5,0.1,18.86,6.7,15.9,0.73
station1,14-04-2022 05:59,2.9,5.2,0.0,17.12,6.5,75.2,0.64
station1,14-04-2022 06:19,6.9,5.9,0.1,17.35,8.3,88.2,0.69
station1,14-04-2022 06:39,20.6,6.0,0.0,18.69,7.5,87.2,0.69
station1,14-04-2022 06:59,31.6,5.6,0.1,19.96,8.5,17.4,0.67
station1,14-04-2022 07:19,17.2,5.0,0.0,17.37,8.2,81.5,0.73
station1,14-04-2022 07:39,0.4,5.4,0.0,19.53,6.9,75.2,0.69
station1,14-04-2022 07:59,1.7,5.2,0.1,17.06,8.3,16.9,0.63
station1,14-04-2022 08:19,30.1,5.1,0.0,15.09,7.6,80.1,0.72
station1,14-04-2022 08:39,32.1,5.0,0.1,15.61,6.8,34.0,0.68
station1,14-04-2022 08:59,34.1,5.2,0.0,16.14,6.5,95.4,0.67
station1,14-04-2022 09:19,11.0,6.0,0.1,18.92,7.0,50.1,0.69
station1,14-04-2022 09:39,31.0,5.4,0.1,16.52,6.6,79.8,0.75
station1,14-04-2022 09:59,36.9,5.6,0.0,18.87,6.5,20.4,0.69
station1,14-04-2022 10:19,14.5,5.0,0.1,18.29,7.4,73.4,0.75
station1,14-04-2022 10:39,31.5,5.7,0.1,16.08,6.9,57.0,0.73
station1,14-04-2022 10:59,32.1,5.6,0.0,16.9,6.6,91.0,0.63
station1,14-04-2022 11:19,37.2,6.0,0.1,15.69,7.5,90.3,0.72
station1,14-04-2022 11:39,8.4,5.0,0.1,15.38,7.3,88.0,0.67
station1,14-04-2022 11:59,37.5,5.1,0.1,18.24,8.3,45.2,0.7
station1,14-04-2022 12:19,15.9,5.7,0.0,18.83,8.4,77.8,0.6
station1,14-04-2022 12:39,35.2,6.0,0.0,19.54,6.6,80.5,0.71
station1,14-04-2022 12:59,2.3,5.7,0.1,18.06,7.0,58.4,0.69
station1,14-04-2022 13:19,27.2,5.6,0.1,15.07,7.7,5.7,0.71
station1,14-04-2022 13:39,39.4,5.8,0.0,18.88,6.8,3.4,0.71
station1,14-04-2022 13:59,26.9,5.3,0.0,17.62,8.4,40.2,0.66
station1,14-04-2022 14:19,18.2,5.0,0.1,18.61,6.9,51.9,0.66
station1,14-04-2022 14:39,16.7,5.3,0.1,16.97,6.9,78.2,0.75
station1,14-04-2022 14:59,4.0,5.0,0.0,17.56,7.6,81.9,0.62
station1,14-04-2022 15:19,28.4,5.3,0.1,19.39,7.1,40.8,0.66
station1,14-04-2022 15:39,27.8,5.1,0.0,15.37,7.2,73.5,0.66
station1,14-04-2022 15:59,37.9,5.2,0.1,17.53,7.8,96.0,0.61
station1,14-04-2022 16:19,2.7,5.4,0.0,18.48,7.3,76.3,0.62
station1,14-04-2022 16:39,19.8,5.5,0.0,16.83,8.3,48.3,0.7
station1,14-04-2022 16:59,15.9,5.7,0.0,15.66,7.2,19.7,0.71
station1,14-04-2022 17:19,28.4,5.3,0.1,17.64,6.8,99.1,0.66
station1,14-04-2022 17:39,39.6,5.4,0.0,16.44,6.7,13.1,0.75
station1,14-04-2022 17:59,24.8,6.0,0.1,16.88,7.3,96.6,0.64
station1,14-04-2022 18:19,23.4,5.0,0.1,17.54,8.2,18.3,0.74
station1,14-04-2022 18:39,18.6,5.0,0.0,18.69,7.7,92.3,0.67
station1,14-04-2022 18:59,20.9,5.9,0.1,15.24,7.9,66.7,0.73
station1,14-04-2022 19:19,37.7,5.8,0.1,19.56,7.8,83.3,0.69
station1,14-04-2022 19:39,36.4,5.0,0.0,18.04,7.2,40.6,0.7
station1,14-04-2022 19:59,35.0,5.9,0.0,15.49,7.2,39.7,0.68
station1,14-04-2022 20:19,24.3,5.1,0.0,18.39,6.7,14.0,0.65
station1,14-04-2022 20:39,28.1,5.4,0.0,16.05,8.4,14.7,0.62
station1,14-04-2022 20:59,13.2,5.2,0.0,16.05,7.1,28.6,0.63
station1,14-04-2022 21:19,23.9,5.4,0.0,16.29,7.2,88.8,0.75
station1,14-04-2022 21:39,29.2,5.3,0.0,18.74,8.1,39.2,0.69
station1,14-04-2022 21:59,18.5,5.2,0.1,15.66,6.5,29.7,0.68
station1,14-04-2022 22:19,21.8,5.3,0.0,17.17,8.4,86.5,0.6
station1,14-04-2022 22:39,13.6,5.8,0.0,15.86,8.3,55.1,0.74
station1,14-04-2022 22:59,6.1,5.3,0.1,15.41,6.9,18.1,0.65
station1,14-04-2022 23:19,35.3,5.4,0.1,18.29,8.4,61.9,0.68
station1,14-04-2022 23:39,21.1,5.5,0.0,18.46,7.0,63.2,0.63
station1,14-04-2022 23:59,25.4,5.6,0.0,18.84,6.9,82.1,0.73
station1,15-04-2022 00:19,16.4,5.5,0.0,19.66,7.6,78.5,0.6
station1,15-04-2022 00:39,1.1,5.3,0.0,17.94,7.8,59.8,0.75
station1,15-04-2022 00:59,3.7,6.0,0.1,17.28,7.4,51.3,0.6
station1,15-04-2022 01:19,3.3,6.0,0.1,16.59,6.5,61.4,0.72
station1,15-04-2022 01:39,12.5,5.4,0.0,17.72,7.2,63.7,0.68
station1,15-04-2022 01:59,10.2,6.0,0.1,18.77,7.7,21.5,0.62
station1,15-04-2022 02:19,19.8,5.0,0.0,17.45,7.6,64.0,0.73
station1,15-04-2022 02:39,33.7,5.6,0.0,19.45,8.1,68.8,0.71
station1,15-04-2022 02:59,30.5,5.2,0.0,19.84,8.2,68.9,0.68
station1,15-04-2022 03:19,10.3,5.1,0.1,15.64,7.7,26.1,0.63
station1,15-04-2022 03:39,3.8,5.0,0.0,16.26,8.5,19.8,0.68
station1,15-04-2022 03:59,10.2,5.5,0.0,16.1,6.9,58.5,0.71
station1,15-04-2022 04:19,38.1,5.6,0.0,19.21,6.6,20.1,0.63
station1,15-04-2022 04:39,34.7,5.2,0.1,19.74,7.7,32.8,0.6
station1,15-04-2022 04:59,5.5,5.6,0.0,18.53,8.4,88.9,0.74
station1,15-04-2022 05:19,12.2,5.8,0.0,18.7,8.1,80.3,0.62
station1,15-04-2022 05:39,1.8,5.8,0.0,19.76,6.9,24.1,0.72
station1,15-04-2022 05:59,15.2,5.2,0.1,17.26,8.2,31.6,0.61
station1,15-04-2022 06:19,7.3,5.9,0.1,17.73,8.5,17.9,0.63
station1,15-04-2022 06:39,7.2,5.3,0.1,16.69,6.5,58.2,0.73
station1,15-04-2022 06:59,15.9,5.1,0.1,18.39,8.3,2.6,0.63
station1,15-04-2022 07:19,29.3,5.9,0.1,19.82,6.7,89.0,0.68
station1,15-04-2022 07:39,22.7,5.9,0.1,18.71,7.1,70.6,0.74
station1,15-04-2022 07:59,10.2,5.0,0.1,16.92,8.5,95.5,0.74
station1,15-04-2022 08:19,14.5,5.5,0.1,18.02,7.6,59.1,0.6
station1,15-04-2022 08:39,15.9,5.3,0.1,17.44,6.7,40.3,0.72
station1,15-04-2022 08:59,34.8,5.0,0.1,16.83,7.5,41.6,0.74
station1,15-04-2022 09:19,34.0,5.1,0.0,19.87,7.8,49.9,0.61
station1,15-04-2022 09:39,39.5,5.5,0.0,18.61,7.3,44.9,0.73
station1,15-04-2022 09:59,1.4,5.4,0.0,19.55,8.3,76.8,0.63
station1,15-04-2022 10:19,11.8,5.0,0.0,18.13,8.2,97.8,0.72
station1,15-04-2022 10:39,18.8,5.7,0.1,19.71,6.8,97.4,0.64
station1,15-04-2022 10:59,18.5,5.4,0.1,16.27,7.5,73.8,0.62
station1,15-04-2022 11:19,19.1,5.4,0.1,16.15,7.2,83.0,0.75
station1,15-04-2022 11:39,32.3,5.1,0.0,17.47,8.2,39.8,0.62
station1,15-04-2022 11:59,30.2,5.3,0.1,18.5,7.5,13.9,0.6
station1,15-04-2022 12:19,30.8,5.4,0.1,17.49,7.6,91.4,0.61
station1,15-04-2022 12:39,22.0,5.8,0.0,15.74,6.7,14.8,0.73
station1,15-04-2022 12:59,32.1,5.6,0.1,16.77,6.7,50.8,0.64
station1,15-04-2022 13:19,5.7,5.3,0.0,19.17,6.5,39.1,0.68
station1,15-04-2022 13:39,38.7,5.3,0.0,18.93,7.6,74.6,0.74
station1,15-04-2022 13:59,3.0,5.1,0.0,19.84,8.2,98.9,0.62
station1,15-04-2022 14:19,14.4,5.7,0.0,15.26,8.1,82.0,0.72
station1,15-04-2022 14:39,0.9,5.0,0.1,18.79,7.3,1.7,0.63
station1,15-04-2022 14:59,10.3,6.0,0.1,19.54,7.9,98.2,0.7
station1,15-04-2022 15:19,0.5,5.7,0.1,17.55,7.7,56.0,0.66
station1,15-04-2022 15:39,13.1,5.9,0.0,18.48,6.7,6.5,0.7
station1,15-04-2022 15:59,39.6,5.4,0.1,15.85,7.6,16.8,0.61
station1,15-04-2022 16:19,36.5,6.0,0.1,18.69,7.7,36.7,0.64
station1,15-04-2022 16:39,3.1,5.7,0.1,19.87,7.3,24.3,0.73
station1,15-04-2022 16:59,31.5,6.0,0.0,15.53,7.5,45.4,0.63
station1,15-04-2022 17:19,4.2,5.1,0.0,18.72,7.2,68.7,0.72
station1,15-04-2022 17:39,9.1,5.1,0.0,18.78,6.9,6.8,0.71
station1,15-04-2022 17:59,37.7,5.9,0.0,18.74,7.6,39.5,0.66
station1,15-04-2022 18:19,31.9,5.8,0.1,15.29,7.9,54.5,0.73
station1,15-04-2022 18:39,30.9,5.5,0.1,19.06,8.4,82.9,0.72
station1,15-04-2022 18:59,6.7,5.1,0.0,18.31,8.4,50.9,0.71
station1,15-04-2022 19:19,29.4,5.2,0.1,17.12,6.8,95.2,0.71
station1,15-04-2022 19:39,13.4,5.6,0.1,17.92,7.5,87.6,0.64
station1,15-04-2022 19:59,0.8,5.9,0.0,17.17,6.6,56.1,0.61
station1,15-04-2022 20:19,33.4,5.4,0.0,15.37,8.5,44.0,0.61
station1,15-04-2022 20:39,13.5,5.0,0.1,17.2,7.5,33.9,0.7
station1,15-04-2022 20:59,7.4,5.2,0.0,15.84,7.0,95.5,0.66
station1,15-04-2022 21:19,35.6,5.8,0.1,18.32,8.1,44.1,0.66
station1,15-04-2022 21:39,33.7,5.5,0.1,15.98,6.5,5.5,0.71
station1,15-04-2022 21:59,6.1,5.2,0.0,17.39,7.5,94.9,0.62
station1,15-04-2022 22:19,19.9,6.0,0.0,15.57,7.3,60.4,0.73
station1,15-04-2022 22:39,25.2,5.4,0.1,18.68,7.9,87.3,0.73
station1,15-04-2022 22:59,1.1,5.0,0.1,19.94,8.0,82.0,0.62
station1,15-04-2022 23:19,19.2,5.6,0.0,18.51,6.8,6.3,0.71
station1,15-04-2022 23:39,22.2,5.3,0.0,19.28,8.4,57.7,0.63
station1,15-04-2022 23:59,2.7,5.5,0.0,16.02,7.9,35.6,0.64
station1,16-04-2022 00:19,7.0,5.6,0.0,16.45,6.5,88.6,0.71
station1,16-04-2022 00:39,39.1,5.3,0.1,19.18,8.1,67.2,0.6
station1,16-04-2022 00:59,9.2,5.4,0.0,15.14,7.0,24.0,0.67
station1,16-04-2022 01:19,32.0,5.4,0.0,19.8,8.2,62.3,0.61
station1,16-04-2022 01:39,24.9,5.4,0.0,18.99,8.0,71.7,0.72
station1,16-04-2022 01:59,8.7,5.3,0.1,15.21,7.1,74.8,0.61
station1,16-04-2022 02:19,13.6,5.7,0.1,19.68,8.2,56.2,0.69
station1,16-04-2022 02:39,19.0,5.4,0.1,19.55,6.9,78.6,0.65
station1,16-04-2022 02:59,2.2,5.8,0.0,16.48,7.9,12.6,0.73
station1,16-04-2022 03:19,20.3,5.2,0.1,19.47,8.5,99.4,0.71
station1,16-04-2022 03:39,15.2,5.0,0.0,19.84,8.2,91.2,0.67
station1,16-04-2022 03:59,19.0,5.7,0.1,15.47,7.4,73.0,0.66
station1,16-04-2022 04:19,18.6,5.9,0.0,17.3,6.5,68.2,0.69
station1,16-04-2022 04:39,12.8,5.3,0.1,18.21,7.0,19.1,0.73
station1,16-04-2022 04:59,25.0,5.6,0.1,19.85,6.6,16.7,0.68
station1,16-04-2022 05:19,35.2,5.4,0.1,18.52,7.4,12.8,0.62
station1,16-04-2022 05:39,28.6,5.4,0.0,19.21,7.4,83.8,0.66
station1,16-04-2022 05:59,23.1,5.0,0.1,16.42,7.8,47.7,0.61
station1,16-04-2022 06:19,31.4,5.6,0.0,18.07,7.5,30.5,0.71
station1,16-04-2022 06:39,22.0,5.4,0.1,18.92,7.7,54.3,0.74
station1,16-04-2022 06:59,23.4,5.0,0.1,16.57,7.6,26.9,0.71
station1,16-04-2022 07:19,23.3,5.2,0.1,15.56,8.3,32.5,0.65
station1,16-04-2022 07:39,24.5,5.6,0.1,15.0,7.8,35.1,0.63
station1,16-04-2022 07:59,9.3,5.2,0.0,16.57,7.9,26.6,0.64
station1,16-04-2022 08:19,29.1,5.1,0.1,19.18,8.2,9.5,0.69
station1,16-04-2022 08:39,6.7,5.2,0.1,19.84,6.5,76.6,0.64
